,0,text,2,toxic
299,facebook_corpus_msr_1853641,Also using the same while free schedule found phone calling very poor performance and little bit disappounted. Its not understood living in Ahmedabad gets such annoying experience then wt abt small places or towns ?,OAG,1
300,facebook_corpus_msr_397564,"United nations declare hafeed syeed a terririst
Osama was killed on ur soil
Malala was atacked by ur terrorists
U support terrorist

All fake. Lol",OAG,1
302,facebook_corpus_msr_1561729,"Why he is scolding her who gives right to MLA to shout like this on SP of city....she was only doing her duty according to law...if there is something legal according to law then it's police duty to stop that ""dharna"" police don't work according to public sentiment it work only according to law. If this MLA is really worried about liquor then why ruling party is not putting ban on liquor?",CAG,1
304,facebook_corpus_msr_2141836,Drona Goswami did u forget gulf states..,CAG,1
307,facebook_corpus_msr_1723582,will get Z cover like salwari baba and national award like Baldy kher and rajya Sabha seat like Z owner thug. keep thugging for mire and licking RSS shoes.,OAG,1
308,facebook_corpus_msr_445774,"Pakistan was involved in duplication of Indian Currency they were sending these fake currency in India to few traitors
And now those traitors are feeling ripped off from their possessions
Most of them are hiding behind our poor people and saying gareebo ko maar diya
But actually these traitors are dying 
#salutetoPM",CAG,1
310,facebook_corpus_msr_447898,Plz look into education problem that rural children's are facing.,CAG,1
311,facebook_corpus_msr_1762605,Then start resolving Kashmir issue.,CAG,1
312,facebook_corpus_msr_331264,They were muslims and they were not stealing cows but you extremism has killed both of them.. Such a Terror country who owned himself as a democrat  but infact they are extremist .. Such a shame!,OAG,1
314,facebook_corpus_msr_2117685,The U S Government of Donald Trump will do nothing,OAG,1
315,facebook_corpus_msr_455868,Yàar my ears r bleeding  stop this 😑 get the bike on stage,CAG,1
317,facebook_corpus_msr_1724218,We dont disturb everyday.,OAG,1
320,facebook_corpus_msr_1723368,"Sonu is right... 
Muslims believe in nirakar philosophy ...
Then y they build mosque with loud speakers... They can do worship allah at home..",CAG,1
322,facebook_corpus_msr_1818388,Menakji when the entire police force and security forces are deployed to protect the political class. There is scarcely any police force left for the protection of citizens hence crime rate is bound to raise. This is simple logic.,CAG,1
323,facebook_corpus_msr_416434,Shame on shiv sena ...he should have been thrown out of party !!!,OAG,1
324,facebook_corpus_msr_329066,"Where is 56"" chest and his andh bhakts will they take serious actions r they will do kadi ninda 😠😠😠",CAG,1
325,facebook_corpus_msr_446467,Mr Modi sorry to say u r forgetting that u r giving birth to a new crime in money gamble only a month has passed already there are so many raid have been done in new currency forget the old currency,CAG,1
326,facebook_corpus_msr_379370,Jay hind Pakistan me jabrdast  Hamla  Kare Hmari Sena  jbab dena  jaruri h,CAG,1
327,facebook_corpus_msr_1563578,"Doucett Black.  Your atheism is out of place in this Christian Nation in which you live.

Before wasting time dredging up the whole “separation of Church and State” fallacy, consider the words of James Madison, the Father of Our Constitution:

”We have staked the whole of all our political Institutions upon the capacity of mankind for self-government, upon the capacity of each and all of us to govern ourselves, to control ourselves, to sustain ourselves according to the Ten Commandments of God.”

The man who authored our Constitution did not leave any room for doubt about governing ourselves according to the Ten Commandments of God.  The Congressional records further Christianity as the established religion of these United States of America:   

The process of drafting the First Amendment made the intent of the Founders abundantly clear; for before they approved the final wording, the First Amendment went through nearly a dozen different iterations and extensive discussions. 

“We do not want in America what we had in Great Britain: we don’t want one denomination running the Nation.  We will not all be Catholics, or Anglicans, or any other single denomination.  We do want God’s principles, but we don’t want one denomination running the Nation.”

This intent was well understood, as evidenced by court rulings after the First Amendment. In 1799 the court declared, “By our form of government, the Christian religion is the established religion; and all sects and denominations of Christians are placed on the same equal footing.” 

The U.S. Almanac, while a respected publication, does not constitute the ultimate authority.  Our Founding Fathers, speaking through the U.S. Constitution, hold such authority.  Their position on the topics at hand is indeed upheld by the Supreme Law of the Land, as evidenced by the U.S. Supreme Court.  Perhaps it is you who is “stupid” and needs to educate yourself?",OAG,1
329,facebook_corpus_msr_1722770,"If population control and safe sex is immorality, no wonder we're the second most populous country on this planet.",CAG,1
330,facebook_corpus_msr_562131,Useless deals.....but it encourages the e-commerce industry,OAG,1
331,facebook_corpus_msr_331027,The guy who made  obscene comments is mentally ok . Is it? Sounds so funny ......,OAG,1
332,facebook_corpus_msr_447354,Modi knows to talk n thts wht he is doing n giving fake promises. He says that in long run there is good country can any1 say to me wht good he said is going happen bloody blind n dumb ppl I hv ever seen,OAG,1
335,facebook_corpus_msr_2349576,let our ulamahs anouce jihad for all and c the sea of jihadis againest amirican dogs,OAG,1
336,facebook_corpus_msr_2041597,Karan Johar world knows you are a gay,OAG,1
337,facebook_corpus_msr_1979516,"http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/

Dear Indian Express,
I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. 
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). 
We expect apology from your side for such a mistake",OAG,1
339,facebook_corpus_msr_1561738,"She is not fit for lPS. An IPS officer should never be emotional while on duty and that too before an MLA who is rudely behaving with her. She should be bold and strong enough to handle the politicians in such circumstances. First of all she should not have ordered for a lathi charge. Women were protesting for a good cause ie, to stop selling liquor near the villages. After the lathi charge, MLA intervened who represents that village.",OAG,1
342,facebook_corpus_msr_1946883,These are personal choices and it has nothing related to love or hatred. Stop your nonsense.,CAG,1
343,facebook_corpus_msr_451843,People already started closing their ears after listening.. will close their eyes after launch ;),CAG,1
344,facebook_corpus_msr_1805008,Kejriwal is better working corruption free . Anna have dirty politics what happened to your lokpal fights and fast during UPA period. You are product of dirty swine.,CAG,1
345,facebook_corpus_msr_2018501,Well said sonali,CAG,1
346,facebook_corpus_msr_386816,Language is very bad ......we the voters are still alive to see what is going on .....if any of the party who will not work ...we will send them to home ....don't worry,CAG,1
349,facebook_corpus_msr_394742,"All Indian army was watching 
Bahubali 2/ IPL during Pakistan army crossed the border and killed the Dogs 😂😂😂😂😂",OAG,1
350,facebook_corpus_msr_710075,BJP HAVE LEADERS. WHY NDTV IN PAIN  ? JUST THINK ABOUT PAPPU WHERE HE IS  ?,OAG,1
351,facebook_corpus_msr_1521737,No Bjp's can  step in to our Kerala even modi will get slippers there if he again tries to visit Kerala 😂😂😂😂 that modi paramanaaari call our state Somalia bcos he was not given bra to wear😂😂😂😂 wlc modi dare to step in Kerala again😉😉😉😉,OAG,1
352,facebook_corpus_msr_322578,"Atleast we show reality what happpens.....
but pak media & army keeps their people in denial mode.... 😂",CAG,1
354,facebook_corpus_msr_399240,"Attention: Indians have launched a False Flag ⛳️ Operations . 

They claimed that Pakistani forces infiltrated the LOC killed and mutilated bodies of two BSF jawans . 

The claimed location is not just heavily mined and fenced but has been under constant Indian Army surveillance citing attempted infiltration by Kashmiri Militants . 

It's obviously an attempt to sway the international community away from the atrocities committed by Indian Occupation Forces on Unarmed Kashmiris.

Previously the Drama was done to fool Indian population for UP Election this time God know what they have in Mind but it's simply Evil and in the end people of India will suffer one way or the other",CAG,1
358,facebook_corpus_msr_2073736,"Fool.... 
Not even your government is not worth to print notes with out mistake. 
What hard work is this",CAG,1
359,facebook_corpus_msr_333534,"Bollywood Female Actor Kajol Enjoying Beef with her friends.
Is she anti national now?
http://dnai.in/erk3
Watch this Video.
NDTV",OAG,1
361,facebook_corpus_msr_405304,All time iNdian muslim hero who gave good reply to whp sheo sina Bajrang dal to the 1991 ANTI MUSLUM KILLInG AFTER THE BABREE MASJID DESTRUCTION  ONLY IN BOMBAY KILLED 2000 MUSLIMS THOUSANDS OF MUSLIM KILLED BY FANATIXS,CAG,1
362,facebook_corpus_msr_407783,"So how many presidents will be ruling then Mr tharoor?
Even if it is the case Modi is my president not you or any dirty pig from congress.",OAG,1
363,facebook_corpus_msr_334365,Accused.. not convicted❗️ Plz don't misrepresent in a way that society is misled,CAG,1
366,facebook_corpus_msr_379215,Mr. PM you must act now. We are with you. Don't do only ninda always.,CAG,1
367,facebook_corpus_msr_324294,"it is because of ur crap and corrupt politicians who kill the meritorious candidates and uplift the non deserving category , rural service , and difficult area doctors , and finally and unfortunately the result is like this !",OAG,1
368,facebook_corpus_msr_334877,Ashin Jose Chellamthara leftists Goonda are with Jehadist Scoundrels sadly no true left wingers left in India,CAG,1
371,facebook_corpus_msr_398250,What kind of media is this!!first they make headlines of indian soldiers being killed by rocket launchers n now about mutilating their dead bodies....this can happen only if Pak army crosses LOC....btw it looks like a #RealSurgicalStrike with evidences on indian media,OAG,1
372,facebook_corpus_msr_429842,Found validity in the comments made by founders on Rajiv Bansal’s severance pay: Infosys Chairman,CAG,1
373,facebook_corpus_msr_327621,"How dare you call them terrorists? 
They are FREEDOM FIGHTERS, and you are PRESSTITUTES. 
#Ban anti-national media houses.",OAG,1
375,facebook_corpus_msr_1723239,"I think sonu nigam has no basic sense.
If he wrote about Azan he should also write about the inconvenience caused due to loud speakers Hindus put up for series of days and these loud speakers go on and on for days together.
No celebrity of his stature should tweet like this.
Some amount of inconvenience due to these small things Whether due to Muslim or Hindus should not be blown out of proportion",OAG,1
376,facebook_corpus_msr_1818393,"N now maneka gandhi on movies wow 
its like watching something in india nowadays is also a crime 
from further on movies will be on bdsm n femdom to respect women 
:p",OAG,1
377,facebook_corpus_msr_1805060,Already he lost his leftover respect and public image. no need of further drama,CAG,1
378,facebook_corpus_msr_1723445,Come on ..you do not have to be abusive  ...however it reveals the type of person you might be.....definitely not a.good Muslim........read the Koran for guidance,CAG,1
379,facebook_corpus_msr_1723649,"Sonu nigam is facing mentally problem's
So ignore this guys",OAG,1
380,facebook_corpus_msr_1723303,Almost daily,CAG,1
381,facebook_corpus_msr_327862,that is why he described his army as hijra his govt as hijra becuz they were not able to protect their women  in the past,OAG,1
382,facebook_corpus_msr_1723927,What he said is truth and nothing else,CAG,1
383,facebook_corpus_msr_2032303,elimenate RSS first than talk about isis which is just started,OAG,1
385,facebook_corpus_msr_2032051,"That is why you hand our your ladies to north Indian kashmiris that too muslims, now say national integration, very laughable",OAG,1
386,facebook_corpus_msr_1723545,"Early to rise and early to sleep
makes man happy and healthy and he is angry with Azaan which alarms him to rise early.",CAG,1
388,facebook_corpus_msr_326910,This is despicable n only a pervert will do dis n d pakis r perverts.,OAG,1
392,facebook_corpus_msr_452104,They r tryin to say.. run while u still can,CAG,1
395,facebook_corpus_msr_1724092,Stop these type of loud speakers...,OAG,1
396,facebook_corpus_msr_1723416,I am with Sonu on this. Loudspeekers should be banned and it should be allowed only by Govt. Authorities when the need arises. No religious or cultural festival should be allowed to use loudspeekers.,OAG,1
398,facebook_corpus_msr_1931164,Brute...,OAG,1
401,facebook_corpus_msr_444101,"No body plans to fail, but ' Demonetization' step clearly states that the govt has failed to plan & now acting as per their failed planning",CAG,1
402,facebook_corpus_msr_2159099,It's not trust vote it's fixed vote for money,CAG,1
403,facebook_corpus_msr_2018536,"Everything was fine till she mentioned the new wave of feminism as destructive and then said ""why would I want to spend just an hour with Misha and then rush off to work? Why did I have her? She's not a puppy."" SO WRONG. That's almost as if saying that mothers who work and take care of their children treat their kids like puppies and have not gone through the same difficult times she might have gone through. Tsk. She sure should have chosen her words more wisely than that. This is too crude for a new age mother.",CAG,1
405,facebook_corpus_msr_1945591,Thats why he always deserve slaps. ;),OAG,1
406,facebook_corpus_msr_326857,"It's India who not only mutilate dead bodies of soldiers but also kill it's own soldier to play victim card it's example is Pathankot , Pakistani Armed forces respects dead body , Do you think Pakistan Armed forces are stupid who mutilate soldiers and handed over to Indian Army so that they can play victim card ????????????????????????   It's just dirty mindset of indian army",OAG,1
409,facebook_corpus_msr_445724,Some Rascals r deaf n blind in after the hearing fact in this video n proof given by Modiji. Idiots jus watch n understand if u find him gulity in any proof given by him SUE MODIJI.,OAG,1
411,facebook_corpus_msr_451098,"When an elephant like Modi walks and talks, he does not bother about street dogs barking at him.",CAG,1
412,facebook_corpus_msr_1804982,"Wolf in Sheep's clothing.

Keeps threatening to go on a strike against the Center for not implementing Lokpal but has not sat on  a dharna for a single day. Hypocrite. His dreams of BJP coming to power in Delhi and Punjab have been shattered by Kejriwal.",CAG,1
414,facebook_corpus_msr_2032143,"I personally feel, Muslims should not live in density in any city or state in India. Wherever we are in masses, these things are taking place. As it becomes easy to hide for terrorists in those places. I may be wrong also.",OAG,1
417,facebook_corpus_msr_1735786,"Reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion.",CAG,1
418,facebook_corpus_msr_1945533,Says a guy who once got slapped by Srk,CAG,1
421,facebook_corpus_msr_1521846,In five years power BJP Talks on single Issues that is Beef bain.....Look at Modi Changing india from 0 to 0,CAG,1
424,facebook_corpus_msr_233923,Government is weak. Not taking strong actions against these anti nationals.,CAG,1
427,facebook_corpus_msr_2349571,"its imperative upon u ..to learn many things about your deeds 
u vivisected this country , invaded and looted it for 800 years , tried ur best to destroy whole hindu civilization, raped their daughters etc ...
there is one muslim majority state within india which has ethnically cleansed entire hindu population, u call other kafirs  and what not",OAG,1
428,facebook_corpus_msr_2032394,Suspected,CAG,1
429,facebook_corpus_msr_1737014,"Ye video kisi bhi political party se kaafi upr h, its just you media can't see it but we people do. So just stop feeding the society whatever you want we know whats right!!",CAG,1
430,facebook_corpus_msr_445690,The common man suffers because they refuse change..wasn't they requested to open bank accounts two year's back???..isn't that enough window of opportunity??..well done Modiji,CAG,1
431,facebook_corpus_msr_1805431,Anna should concentrate on lokpal,CAG,1
433,facebook_corpus_msr_233594,All this congress man can is blame bjp... Naxalites is the problem given by congress itself,OAG,1
434,facebook_corpus_msr_1731431,And what this man did when he was CM? He didn't spare the grass meant for cattles. He is supposed to have looted 1000 crores worth fodder and is a convicted criminal on bail.,OAG,1
435,facebook_corpus_msr_1723343,"See guys he's actually right if i like some kind of music i won't be playing it on loudspeaker in train,ill be using earphones.And prayer s are made from heart not on loudspeaker.",CAG,1
437,facebook_corpus_msr_2081758,You don't need to explain... she f👈👉ked off herself after her charades and pantomimes fell thin 👎,OAG,1
438,facebook_corpus_msr_1722781,"Ok so not using condom is moral, right? No problem if the population increases.😡",OAG,1
441,facebook_corpus_msr_374000,welldone pak army I slute this is a surgical strike,CAG,1
444,facebook_corpus_msr_401268,I think our Army is not capable of defeating Pakistan...,OAG,1
446,facebook_corpus_msr_1775248,Evm me fix,CAG,1
447,facebook_corpus_msr_502847,What's the plan for new ways of working in hrd and what approach will he implement,OAG,1
448,facebook_corpus_msr_324374,How long more arsh we going to see these terrible heart rendering situations.,OAG,1
449,facebook_corpus_msr_1561763,"A crowd , mostly of women were protesting against opening of a liquor shop in residential locality. From social point of view protest was ok
But what the Police was supposed to do? Stand there and allow deterioration of situation ? Or dispers the crowd and open the road for traffic.
The legality of opening of the liquor shop lies under drugs and liquor dept. They must have called the police.
The IPS was working under what is permitted by law. 
Humiliating the officer, lady or any is to be condemned.",CAG,1
452,facebook_corpus_msr_437327,"Charge us for the rain,air,oxygen and for our soul...Jai Ho....",CAG,1
454,facebook_corpus_msr_1833351,freedom from whom? a large section of hindu families eat meat even cow. Ban has nothing to do with muslims. All  r going to be affected. 21st century mam,CAG,1
455,facebook_corpus_msr_449201,Ban on 500 and 1000INR note is good step but why 2000INR note,CAG,1
456,facebook_corpus_msr_469149,I think modi also doing this in Gujrat but theyear given never come same is here only publicity nothing else if anybody want to know see which year he gave same proposal,CAG,1
457,facebook_corpus_msr_445784,He is saying of 1971 Indra didn't do demonetization....sir there was drought through out India....there was not able produce food for one time ...if govt would have done demonetization ..just assume what would have happened....today everything in place in spite people are struggling....pls stop giving emotional speech and don't compare with other past govt......which is not good at all being PM,OAG,1
459,facebook_corpus_msr_443966,CA Kiran K Komaravolu It is expected from PM that many many emotional and rhetoric speeches have been delivered and subjects have been deliberately changed and now please PERFORM.,CAG,1
460,facebook_corpus_msr_503513,India is not to Raghu!!! Too much dependencies is bad..... The show must go On!!!,OAG,1
461,facebook_corpus_msr_1947186,He Congress is the fourth corrupted country of the world,OAG,1
462,facebook_corpus_msr_2032285,""" Election and fake encounter at the same time.. Only one party will gain votes through this incident. """,CAG,1
463,facebook_corpus_msr_2210556,Yes to 2nd world war and Modi,CAG,1
465,facebook_corpus_msr_331615,Could of bought South Africa for that. Think the Gupta's got a bargain.,CAG,1
468,facebook_corpus_msr_412610,Watever wipro is doing but the behaviour over there is very bad,CAG,1
470,facebook_corpus_msr_1902070,"we dont have time for such issues, we are busy saving cows.",CAG,1
471,facebook_corpus_msr_443237,"If the RBI did have enough new notes, but did not distribute then it defenitely will be intentional. All new notes issued before 31st dealine would have helped the hoarders to exchange the old for new. If RBI indeed is sitting on a huge supply of new 500s  they can be quickly distributed from jan 1 and Modi would have salvaged the situation to a large extent.",CAG,1
472,facebook_corpus_msr_2349552,"Muslims get every type of support and voodwillto live in the society as honoured members but what do they give back to the society where they enter as refugees, persons in distress etc claiming that their rule is superior to all others, that they have the right to convert others to their religion , rape them   kill them. it is these that makes the matter different for them. Things will be a lot different if the adopt the policy of live nd ketlive.",OAG,1
474,facebook_corpus_msr_1493813,Vinod Gupta with respect when our parliament had agreed on army court then it shouldn't be strange.,CAG,1
475,facebook_corpus_msr_1561905,Bgp getting arrogant,CAG,1
477,facebook_corpus_msr_405518,The main issue behind these shameful acts is radical Islamic mindset .....islam can't digest any other religion this is a fact and it can't be overshadowed by some fake excuses....,OAG,1
480,facebook_corpus_msr_1722991,Dude you've killed lakhs of Pandits and now you don't interfere in a Bhajan and suddenly you become secular :-D,OAG,1
481,facebook_corpus_msr_451789,I'm sure journos might be wondering if they're in the right room,CAG,1
487,facebook_corpus_msr_2241589,Every were this person speaks it looks like a comedy show with a recorded laugh playing in the background....... May be wants to overtake Kapil's comedy show.. :-),CAG,1
488,facebook_corpus_msr_327953,Barbarism shows what type of humans pakistanis are ....ooh sorry did i said humans..,CAG,1
496,facebook_corpus_msr_495266,India is #1 this is just foolish survey . Dude size of country matters.,CAG,1
497,facebook_corpus_msr_1805181,"Uncle, why don't you openly join BJP and dare to declare your rss alignment 😂",CAG,1
499,facebook_corpus_msr_1939485,"Muslims needs to join hands with Hindus to build the temple, which was destroyed by a foreigner Babur (Mongol dynasty)",OAG,1
500,facebook_corpus_msr_2018555,"I'm sure other working women's children are puppies or maybe strays, that they feel compelled to leave them and go to work and earn money for their families. How sensitive of you, Mrs.Star-wife",OAG,1
505,facebook_corpus_msr_1434737,Even the nation doesn't want STUPID and DUFFER like RAHUL GANDHI who  43 and still IMMATURE and CHILDISH by conduct. We need STRONG LEADER who can lead INDIA in positive direction. The days of TOFFEES and BALOONS are over its time to ACT accordingly. WE NEED MODI.,OAG,1
506,facebook_corpus_msr_2280115,Indians are the best and suitable for these job bido yadav,CAG,1
507,facebook_corpus_msr_397841,U bloody Fuckstain just wait & watch u kill 2 our respected soldiers now time has to killed 200 ur gays soldiers,OAG,1
510,facebook_corpus_msr_2032141,I salute you Mr. Abrar. This every you should think before taking up the Pistols and bombs.,CAG,1
511,facebook_corpus_msr_1561848,I don't know whether to laugh or to cry because in India educated people use to work under uneducated leaders,CAG,1
513,facebook_corpus_msr_1723205,So intolerant. When somebody talks sense you try to communalise it,OAG,1
514,facebook_corpus_msr_2349533,"Why only Muslims get such letters, not Hindus, Sikhs, Buddhist, Jains, Jew or people belonging to any other religons?",CAG,1
515,facebook_corpus_msr_482203,"What  LESSONS can WE LEARN from this? F.E. keep your assets to yourself (family, trustees in the country,  country), better evaluation of boardmembers even when family...",CAG,1
517,facebook_corpus_msr_1723265,"Indians like loud noise  and they speak loudly even they are   anywhere in the world. We can feel it in Railway stations, bus srands, meeting places, religious ceremonies, marriages more over in Parliament, state assemblies, local body assemblies etc etc etc.",OAG,1
518,facebook_corpus_msr_398244,#saysiamaproudchutiyawhodoentknowshitabouthistory . U open your mouth only to become a laughing stock. Go read some real history. Not the brainwashed kind. Then you will appreciate the pigsty that is pakistan,OAG,1
519,facebook_corpus_msr_399071,"He is not lord wrong.
How about dhropati sharing  among brothers",CAG,1
520,facebook_corpus_msr_449219,Binami next target !!! Best leader ever produced in chennai,CAG,1
521,facebook_corpus_msr_448276,First raid on MP MLA corporaters and other official of all on black money,OAG,1
522,facebook_corpus_msr_1939484,"Change your paper name to Pakistan express, there are many important issues don't promote porki beggars",OAG,1
524,facebook_corpus_msr_1919946,Election commr stooge who needs his high paid and cushy job,OAG,1
525,facebook_corpus_msr_324301,"Dear NDTV, it's not the responsibility of a doctor to supply an ambulance. It is the responsibility of administration. Stop raising hatred for the doctors.",OAG,1
526,facebook_corpus_msr_379820,All benifits gone to pakistan . Leather products order from abroad are going to pakistani comapnies due to Cow Vegilence . Army are dying only Indian bcz Pakistani uses Kasmiri civilians,CAG,1
527,facebook_corpus_msr_328118,"But Swachch Bharat PR drama of your master has failed ? Ain't opportunist Canadian? 
https://thewire.in/16474/why-swacch-bharat-type-schemes-will-fail-in-india/",CAG,1
529,facebook_corpus_msr_1957021,Shame on Indian Express,OAG,1
530,facebook_corpus_msr_444321,RTI rights in Political Parties will curb out all the Black Money involved,CAG,1
532,facebook_corpus_msr_115531,"What should every Indian know about IIT?
1.You and I pay taxes.
2.Using that tax, government provides subsidy to IIT students.
3.IIT students fly to USA and most of them work and settle there.
In short, Our taxes are used to contribute brightest of the brains to USA.
PS: Some may argue by quoting examples of Narayanamurthy, Kejriwal, etc. But understand that those are just a handful of them. The majority of them do not contribute anything for the country that provided them education in IITs.
Source: Quora",CAG,1
535,facebook_corpus_msr_327876,Where is that illegitimate kid of john dayal Mizz Gurmeher who till date don't know whether her father died in Kargil or in encounter with terrorist to meet these people and convince??? :/,OAG,1
537,facebook_corpus_msr_2032120,"Bhai.....as the Muslims, not all the hindues hate muslims.....only a handful bhakts cant represent all hindues......we have lived peacefully and i assure you that things will be normal as it was before this jumla govt.",OAG,1
539,facebook_corpus_msr_1902073,thanks to bjpigs,CAG,1
542,facebook_corpus_msr_1978729,Appeal was made because they were conducting the show near a graveyard and a mosque so they appealed didn't force like RSS,CAG,1
543,facebook_corpus_msr_445591,Don't listen who ever against you pm because they all corrupted hiding their money .... you doing best  people don't realise now they will know in coming future time how important helpful for public...good luck.,CAG,1
547,facebook_corpus_msr_2018689,Anurag Taneja read this ...😍,CAG,1
550,facebook_corpus_msr_325903,Can the super power nation take the unilateral decision 2 whipe out this unhuman country terriostan country (pak) which has no right 2 be in this civilaised world & encash Peace to this beautiful universal,OAG,1
552,facebook_corpus_msr_1945519,"He Can be made the CM. He's SO Cute and Cool :* :D :)

Anything is Better than Adityanath,so to say,yeah :D :) :/",CAG,1
553,facebook_corpus_msr_1887405,I don't think only Rajnath Singh is responsible for this Mam.,CAG,1
555,facebook_corpus_msr_1722937,"Okk Rakesh Shah i agree wid u that it hurts old people, schools, animals everyone... Bt will mentioning a particular Community in frst two tweets, justified?? Are muslim people the only ones who plays loudspeaker?? i too feel we shud stop noise pollution, bt every human being shud make an effort not just Muslims..",CAG,1
557,facebook_corpus_msr_1521728,"A North Indian party that is unpatriotic, n spreading hate . Like the Muslims they also have a large base of illiterate Hindus who are being frightened that their religion is in danger ha ha ha !",OAG,1
559,facebook_corpus_msr_2032309,All terrorists must be neutralized. This father has set a great example.,CAG,1
563,facebook_corpus_msr_463551,We already know the difference..plz answer our queries..don't kill our time..,OAG,1
565,facebook_corpus_msr_1805399,Because you are dalaal,OAG,1
566,facebook_corpus_msr_1582233,"""And I suppose we're gonna ignore the fact that the most developed countries in the world, the Nordic nations, are basically socialist"" You defending socialism or Communism.On nordic countries None of them have an army they have no expenditure on army due to NATO whose budget is contributed by US majorly a CAPITALIST country, they were capitalist first then became socialist, u need to have income to redistribute it too hard to get?",CAG,1
568,facebook_corpus_msr_1893396,PM cant help his own wife noe he can divorce her. What can he do for a muslim women?,OAG,1
570,facebook_corpus_msr_1873438,Send warden to mental asylum and keep her there forever,OAG,1
572,facebook_corpus_msr_435381,"rural india is not a promotional material for cnbc tv 18

come on do things with nobility ...come on spartan , prepare for the glory , do not kneel before xerxes , who may give you gold and silver ......lets live for glory of the great nation  ....land of sparta rejects the plea of persians",CAG,1
574,facebook_corpus_msr_1947120,Bcoz he is a hindu,CAG,1
577,facebook_corpus_msr_26262,Too many converted minority dogs are barking here .....lol,OAG,1
579,facebook_corpus_msr_362438,Lol fucked up fake news.. why ABP news so desperate for TRP..Showing some old video of some other country,OAG,1
580,facebook_corpus_msr_1521839,You protect cows more than the women and children in this country. Thats pathetic!!,OAG,1
582,facebook_corpus_msr_2073771,"Wait till one year 
Which grouth dropped slowly it's give negative results",CAG,1
585,facebook_corpus_msr_431250,"This is a dedicated hardworking leader as our pm taken Ala
 indiA  to 21centuary and beyond",CAG,1
589,facebook_corpus_msr_450669,"Demonitisation  like a  medicine, it might be sour  but slowly and steadily",CAG,1
590,facebook_corpus_msr_1805215,Not only he dashed your hopes but misusing the name on corruption,OAG,1
591,facebook_corpus_msr_1510202,Zakir Musa also studied Engineering at Chandigarh but turned to be Top Hizbul Militant n killed our security pers. Kashmiri r pelting stones at our sec pers in J&K. So how can Kashmiri still  expect good treatment  from Chandigarh . First condemn ur Kashmiri ppl n ask them to behave like human beings if they want same in reciprocation.,CAG,1
592,facebook_corpus_msr_325003,"India must come out of gomata,triple talaak,ayodhya.bciz these topics will devide us.India must b united,should b an developed nation.",CAG,1
593,facebook_corpus_msr_433744,"This budget is loudly saying that DEMONETIZATION was a damp squib. If concessions in taxation is given there would loss of revenue to the government. Unless there are ways to make good this loss, concessions cannot be given. Had demonetization been successful in curbing the black money, the govt. would have had extra revenue to allow concession in personal taxation. Since the concession in this score is nominal, if not negative taking inflation into account, it is written on the face of the Union Budget, 2017 that there is very little success in curbing the black money by demonetization.  On the other hand govt. needed money for several welfare schemes and definite sources to raise this money. Since independence salaried class is the most certain source of tax revenue and thus govt. decided to take it for a ride for another time. The persons who got delighted thinking that the ill gotten  wealth of the dishonest people in their neighbourhood would now be caught, are probably still not aware of it. If they are still delighted by seeing the budget analysis on TV and think that this budget is a great booster for rural and infrastructure sector here is one statistics. Last year allocation to railways was Rs.1.21 lakh crores; this year due to the so-called thrust on infrastructure the amount is 1.31 lakh crore. If this allocation is discounted for inflation the figure seems to be less than that of the last year.",OAG,1
594,facebook_corpus_msr_483462,"Very bad direction to corporate world and need young talent to run the companies like tata not family:( see the american companies like Microsoft and Google give opportunity to young people to run the company, I really don't understand this kind of moves and more importance to family :( sad decision by tata group",CAG,1
595,facebook_corpus_msr_2117632,You have just proved your ugly insidious psycopath mind. So you say it's alright for an Arab or a any Muslim to be shot because he deserves to be. Don't you think humans are humans and that they all feel pain?,OAG,1
596,facebook_corpus_msr_414056,"Belive me nothing wrong will be proved  , useless media  useless  sebi  useless  govt",OAG,1
597,facebook_corpus_msr_506648,What happened to sony wlakmen still in sales - ...is that indian manufacturing is a open defaecation system with out recycling facility ....anwer me ....from munna bhai,CAG,1
